Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN06655,2,0,1,2,Meal Plan 1,0,Room_Type 2,75,2018,3,14,Online,0,0,0,69.53,0,Not_Canceled
INN23859,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2018,10,29,Offline,0,0,0,75.0,0,Not_Canceled
INN29541,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
INN00186,2,0,0,2,Meal Plan 1,0,Room_Type 4,56,2018,5,13,Online,0,0,0,140.4,1,Not_Canceled
INN25396,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN36252,2,0,1,2,Meal Plan 1,0,Room_Type 1,77,2018,1,18,Online,0,0,0,99.0,1,Not_Canceled
INN28718,2,0,1,3,Meal Plan 1,0,Room_Type 4,16,2018,3,3,Online,0,0,0,88.8,1,Not_Canceled
INN31881,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,1,28,Offline,0,0,0,81.0,0,Not_Canceled
INN25001,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2018,11,26,Online,0,0,0,96.0,2,Not_Canceled
INN22570,2,2,0,3,Meal Plan 1,0,Room_Type 6,44,2018,9,15,Online,0,0,0,207.9,1,Not_Canceled
INN00419,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1,Canceled
INN28433,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,2017,9,25,Online,0,0,0,180.0,1,Not_Canceled
INN03838,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,8,30,Online,0,0,0,119.0,1,Not_Canceled
INN35246,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,12,29,Online,0,0,0,111.0,1,Not_Canceled
INN29216,2,0,2,5,Meal Plan 1,0,Room_Type 1,47,2018,10,30,Offline,0,0,0,75.0,0,Not_Canceled
INN27586,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,2018,10,30,Online,0,0,0,83.5,2,Canceled
INN23874,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,12,12,Corporate,1,0,1,77.0,2,Not_Canceled
INN21123,2,0,1,2,Meal Plan 1,0,Room_Type 2,121,2018,7,25,Online,0,0,0,97.54,0,Canceled
INN26391,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled
INN31703,2,0,0,5,Not Selected,0,Room_Type 1,163,2018,8,23,Online,0,0,0,84.15,0,Canceled
INN26855,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
INN03443,3,0,2,3,Meal Plan 1,1,Room_Type 4,161,2018,8,14,Online,0,0,0,145.85,2,Canceled
INN35424,2,1,1,2,Meal Plan 1,0,Room_Type 1,1,2018,12,19,Online,0,0,0,117.5,2,Not_Canceled
INN17820,3,0,2,3,Meal Plan 1,1,Room_Type 4,56,2018,3,20,Online,0,0,0,133.1,3,Not_Canceled
INN23752,2,0,0,2,Meal Plan 1,0,Room_Type 4,54,2018,9,2,Online,0,0,0,123.3,1,Canceled
INN03409,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,5,17,Offline,0,0,0,136.0,0,Not_Canceled
INN19405,2,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,6,23,Online,0,0,0,96.3,1,Not_Canceled
INN05708,2,0,1,1,Not Selected,0,Room_Type 1,151,2018,8,13,Online,0,0,0,103.5,0,Canceled
INN31318,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,1,18,Offline,0,0,0,64.5,0,Not_Canceled
INN06993,2,2,2,3,Meal Plan 1,0,Room_Type 2,252,2018,8,14,Online,0,0,0,163.63,1,Canceled
INN14884,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115.0,0,Canceled
INN12605,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
INN17009,1,0,1,3,Meal Plan 1,0,Room_Type 1,11,2018,5,30,Corporate,0,0,0,121.0,0,Canceled
INN15393,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
INN29429,1,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,86.0,0,Not_Canceled
INN01053,2,1,2,0,Not Selected,0,Room_Type 1,91,2018,8,21,Online,0,0,0,107.1,1,Not_Canceled
INN15033,2,1,2,1,Meal Plan 1,0,Room_Type 1,159,2018,8,7,Online,0,0,0,130.5,1,Canceled
INN21149,2,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,0,0,0,105.3,1,Not_Canceled
INN26766,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,26,Online,0,0,0,87.0,1,Not_Canceled
INN11696,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN14513,1,0,0,3,Meal Plan 1,0,Room_Type 1,198,2018,10,18,Online,0,0,0,90.9,0,Canceled
INN20931,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,7,9,Online,0,0,0,114.3,0,Not_Canceled
INN05872,1,0,0,4,Meal Plan 1,0,Room_Type 1,17,2018,1,13,Online,0,0,0,63.37,0,Not_Canceled
INN33342,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
INN02919,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,84.0,0,Canceled
INN11353,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,9,15,Online,0,0,0,135.9,1,Not_Canceled
INN19784,2,0,2,2,Meal Plan 1,0,Room_Type 7,54,2018,10,28,Online,0,0,0,191.2,1,Not_Canceled
INN17947,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
INN21128,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,31,Online,0,0,0,106.0,0,Not_Canceled
INN05363,2,1,1,0,Meal Plan 1,0,Room_Type 4,53,2018,3,6,Online,0,0,0,91.48,1,Not_Canceled
INN24996,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
INN13182,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,2018,5,13,Online,0,0,0,149.4,1,Not_Canceled
INN33042,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled
INN28358,2,0,0,2,Meal Plan 1,0,Room_Type 4,142,2018,8,26,Online,0,0,0,109.8,0,Canceled
INN20643,2,0,0,4,Meal Plan 1,0,Room_Type 1,13,2017,10,20,Offline,0,0,0,54.75,0,Not_Canceled
INN31925,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,Canceled
INN19231,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2017,8,30,Online,0,0,0,89.0,1,Canceled
INN13666,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,3,8,Online,0,0,0,101.0,0,Canceled
INN05780,2,1,1,1,Meal Plan 1,0,Room_Type 1,155,2018,8,1,Online,0,0,0,130.5,1,Canceled
INN20061,2,0,1,2,Not Selected,0,Room_Type 1,5,2018,2,22,Online,0,0,0,77.1,0,Not_Canceled
INN26695,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,1,31,Online,0,0,0,102.0,1,Not_Canceled
INN16112,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,6,6,Offline,0,0,0,120.0,1,Not_Canceled
INN21073,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52.0,2,Not_Canceled
INN25935,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,4,2,Online,0,0,0,87.3,1,Not_Canceled
INN33600,1,0,2,1,Not Selected,0,Room_Type 1,17,2018,11,27,Online,0,0,0,78.0,0,Not_Canceled
INN34191,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,10,18,Corporate,0,0,0,65.0,0,Not_Canceled
INN01835,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
INN01768,2,0,0,4,Meal Plan 1,0,Room_Type 1,133,2018,7,13,Offline,0,0,0,72.25,1,Not_Canceled
INN20975,2,0,2,2,Not Selected,0,Room_Type 1,118,2018,9,17,Online,0,0,0,118.8,1,Not_Canceled
INN32105,3,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,11,16,Online,0,0,0,126.0,0,Canceled
INN09003,2,0,2,1,Not Selected,0,Room_Type 1,93,2018,12,18,Online,0,0,0,79.2,1,Not_Canceled
INN06685,1,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,5,18,Online,0,0,0,120.12,1,Not_Canceled
INN08341,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,6,14,Online,0,0,0,95.0,1,Not_Canceled
INN21337,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled
INN32281,2,0,1,3,Meal Plan 1,0,Room_Type 1,237,2018,10,17,Online,0,0,0,90.95,2,Canceled
INN05404,2,0,1,3,Meal Plan 1,0,Room_Type 4,96,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
INN03718,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
INN16047,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled
INN03363,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled
INN12452,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,2018,7,2,Online,0,0,0,151.0,1,Not_Canceled
INN00496,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
INN00022,1,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,11,25,Corporate,0,0,0,67.0,0,Not_Canceled
INN04984,2,0,0,2,Meal Plan 1,1,Room_Type 1,166,2018,9,30,Online,0,0,0,99.78,1,Not_Canceled
INN33283,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN19087,2,0,2,6,Meal Plan 1,0,Room_Type 4,180,2018,8,11,Online,0,0,0,99.68,1,Not_Canceled
INN22018,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,7,4,Online,0,0,0,117.9,1,Not_Canceled
INN12759,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,9,Online,0,0,0,148.5,0,Canceled
INN23038,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
INN31839,2,0,2,2,Not Selected,0,Room_Type 1,7,2018,10,28,Online,0,0,0,100.1,1,Not_Canceled
INN02625,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
INN15851,1,0,2,3,Not Selected,0,Room_Type 1,38,2018,11,6,Online,0,0,0,157.14,1,Canceled
INN07827,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled
INN31416,3,0,0,4,Meal Plan 1,0,Room_Type 4,110,2018,7,19,Online,0,0,0,113.76,1,Not_Canceled
INN09828,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,11,23,Online,0,0,0,78.3,2,Not_Canceled
INN09922,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
INN21501,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,11,25,Online,0,0,0,88.0,2,Not_Canceled
INN00131,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,10,20,Online,0,0,0,135.0,2,Not_Canceled
INN02483,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0,Canceled
INN25848,2,1,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,19,Online,0,0,0,127.0,1,Not_Canceled
INN04854,2,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,4,28,Offline,0,0,0,95.0,0,Not_Canceled
INN29496,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,2018,8,5,Online,0,0,0,111.3,1,Not_Canceled
INN31213,3,0,2,1,Meal Plan 1,0,Room_Type 4,192,2018,8,7,Online,0,0,0,137.7,1,Canceled
INN02545,2,0,0,4,Not Selected,0,Room_Type 1,54,2018,3,1,Online,0,0,0,47.43,0,Canceled
INN09917,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,9,28,Online,0,0,0,0.0,1,Not_Canceled
INN18452,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
INN07601,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,9,11,Offline,0,0,0,107.0,0,Not_Canceled
INN15464,2,0,0,3,Meal Plan 1,1,Room_Type 1,4,2018,3,24,Online,0,0,0,156.67,1,Not_Canceled
INN26334,2,0,1,5,Not Selected,0,Room_Type 1,6,2017,8,10,Online,0,0,0,80.0,1,Not_Canceled
INN17906,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,11,24,Corporate,0,0,0,65.0,0,Not_Canceled
INN00286,2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,10,Online,0,0,0,167.0,0,Not_Canceled
INN26052,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,8,29,Online,0,0,0,103.05,0,Canceled
INN29596,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,12,Online,0,0,0,126.0,0,Canceled
INN27831,2,1,0,3,Meal Plan 1,0,Room_Type 6,18,2018,4,20,Online,0,0,0,167.74,2,Not_Canceled
INN25244,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
INN35545,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
INN00293,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,76.5,2,Not_Canceled
INN28062,3,0,2,0,Meal Plan 1,0,Room_Type 4,49,2018,8,21,Online,0,0,0,168.3,2,Not_Canceled
INN25075,2,0,1,3,Meal Plan 1,0,Room_Type 1,20,2018,1,25,Online,0,0,0,91.0,1,Not_Canceled
INN31718,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2018,6,19,Online,0,0,0,108.45,1,Not_Canceled
INN22076,2,0,0,1,Meal Plan 1,0,Room_Type 4,40,2018,10,5,Online,0,0,0,125.55,0,Canceled
INN01381,2,2,0,3,Meal Plan 1,0,Room_Type 5,94,2018,7,13,Online,0,0,0,138.25,0,Not_Canceled
INN09382,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
INN34251,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
INN36080,1,0,0,1,Not Selected,1,Room_Type 1,0,2018,1,7,Online,1,11,0,77.5,0,Not_Canceled
INN25068,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled
INN29685,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
INN08782,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
INN03060,3,0,2,2,Meal Plan 1,0,Room_Type 4,191,2018,6,4,Online,0,0,0,101.34,2,Canceled
INN02260,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN27041,2,0,2,2,Meal Plan 1,0,Room_Type 1,76,2017,11,1,Online,0,0,0,72.25,1,Not_Canceled
INN01912,2,0,0,2,Not Selected,0,Room_Type 1,64,2018,1,19,Online,0,0,0,65.36,2,Not_Canceled
INN25089,2,0,2,4,Meal Plan 1,0,Room_Type 1,59,2017,11,28,Online,0,0,0,106.2,1,Not_Canceled
INN35630,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,5,31,Online,0,0,0,128.0,1,Not_Canceled
INN11495,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
INN04054,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,7,18,Online,0,0,0,94.5,0,Canceled
INN09489,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,29,Online,0,0,0,90.0,0,Not_Canceled
INN06876,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,10,28,Online,0,0,0,104.4,1,Not_Canceled
INN00727,2,0,2,1,Meal Plan 1,0,Room_Type 4,62,2018,4,16,Online,0,0,0,118.8,0,Canceled
INN16773,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled
INN28633,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,4,1,Corporate,1,0,1,84.0,1,Not_Canceled
INN04859,3,0,0,2,Meal Plan 1,0,Room_Type 4,72,2018,4,13,Online,0,0,0,137.7,2,Not_Canceled
INN16302,3,0,0,3,Meal Plan 1,0,Room_Type 7,10,2018,9,15,Online,0,0,0,289.0,2,Not_Canceled
INN19162,2,0,0,1,Meal Plan 1,0,Room_Type 4,7,2018,5,21,Offline,0,0,0,107.0,0,Not_Canceled
INN21788,3,0,3,6,Meal Plan 1,0,Room_Type 4,92,2018,7,18,Online,0,0,0,148.7,2,Not_Canceled
INN05910,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110.0,0,Canceled
INN26710,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
INN10450,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,28,Online,0,0,0,161.0,1,Not_Canceled
INN05690,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1,Canceled
INN14014,3,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,8,27,Online,0,0,0,99.1,1,Not_Canceled
INN21586,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,11,5,Complementary,0,0,0,0.0,0,Not_Canceled
INN24557,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled
INN13418,1,0,1,0,Not Selected,0,Room_Type 1,0,2018,4,3,Online,0,0,0,89.0,0,Not_Canceled
INN07769,1,0,2,2,Meal Plan 1,0,Room_Type 4,48,2018,9,18,Online,0,0,0,149.4,0,Canceled
INN34750,2,1,2,0,Meal Plan 1,0,Room_Type 1,91,2018,8,21,Online,0,0,0,134.1,0,Not_Canceled
INN11649,2,0,0,1,Meal Plan 1,0,Room_Type 6,17,2018,12,31,Online,0,0,0,208.0,0,Not_Canceled
INN23668,2,0,2,1,Not Selected,0,Room_Type 1,13,2018,6,12,Online,0,0,0,102.33,0,Not_Canceled
INN11867,2,0,2,3,Meal Plan 2,0,Room_Type 1,137,2018,12,24,Online,0,0,0,117.3,2,Not_Canceled
INN11422,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,1,9,Online,0,0,0,75.0,0,Not_Canceled
INN17834,2,0,0,1,Meal Plan 1,0,Room_Type 1,128,2018,9,15,Offline,0,0,0,80.75,0,Not_Canceled
INN29733,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Online,0,0,0,0.0,0,Canceled
INN33615,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
INN15995,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,Canceled
INN36027,2,0,0,3,Meal Plan 1,0,Room_Type 1,177,2018,7,19,Online,0,0,0,99.3,1,Not_Canceled
INN16376,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,26,Online,0,0,0,0.0,2,Not_Canceled
INN09056,3,0,1,2,Meal Plan 1,0,Room_Type 1,88,2018,7,18,Offline,0,0,0,96.9,1,Not_Canceled
INN16975,2,0,0,2,Meal Plan 1,0,Room_Type 1,93,2017,7,23,Online,0,0,0,76.5,1,Canceled
INN09235,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled
INN17600,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
INN30317,1,0,0,5,Meal Plan 1,0,Room_Type 4,52,2018,5,31,Online,0,0,0,140.4,0,Not_Canceled
INN15702,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,5,26,Online,0,0,0,149.0,0,Not_Canceled
INN05001,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65.0,0,Not_Canceled
INN07568,2,0,2,1,Meal Plan 1,0,Room_Type 6,109,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled
INN35607,2,0,1,1,Meal Plan 1,0,Room_Type 1,48,2018,2,20,Online,0,0,0,57.28,1,Not_Canceled
INN05874,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,109.0,0,Canceled
INN25944,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled
INN21798,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled
INN35387,2,0,0,4,Meal Plan 1,0,Room_Type 1,180,2018,7,13,Online,0,0,0,90.95,1,Not_Canceled
INN29181,3,0,1,2,Meal Plan 1,0,Room_Type 4,59,2018,4,8,Online,0,0,0,137.7,0,Not_Canceled
INN00613,2,0,2,1,Meal Plan 1,0,Room_Type 1,37,2018,10,2,Online,0,0,0,126.0,1,Not_Canceled
INN04436,1,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,80.0,0,Not_Canceled
INN28987,2,0,2,1,Not Selected,0,Room_Type 1,102,2018,10,2,Online,0,0,0,108.0,0,Canceled
INN09589,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
INN29369,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN30849,2,0,1,0,Not Selected,0,Room_Type 1,12,2018,7,24,Online,0,0,0,139.0,0,Not_Canceled
INN04542,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,5,14,Online,0,0,0,221.0,2,Not_Canceled
INN24023,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115.0,0,Canceled
INN25399,2,0,0,4,Meal Plan 1,0,Room_Type 4,66,2018,10,25,Online,0,0,0,99.2,1,Not_Canceled
INN34238,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
INN16228,2,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,78.5,2,Not_Canceled
INN10230,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
INN11350,1,0,2,0,Meal Plan 1,0,Room_Type 1,1,2018,1,3,Online,0,0,0,82.0,0,Not_Canceled
INN29740,2,0,0,2,Not Selected,0,Room_Type 1,4,2017,9,1,Online,0,0,0,96.0,1,Not_Canceled
INN16401,1,0,0,4,Meal Plan 1,0,Room_Type 1,13,2017,12,15,Corporate,1,2,14,65.0,0,Not_Canceled
INN17004,2,0,0,1,Meal Plan 1,1,Room_Type 1,16,2018,1,27,Online,0,0,0,102.0,1,Not_Canceled
INN05439,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Online,0,0,0,52.0,0,Canceled
INN06699,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2017,11,1,Online,0,0,0,87.0,1,Not_Canceled
INN22790,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
INN33000,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
INN34359,3,0,2,2,Meal Plan 1,0,Room_Type 4,60,2018,10,15,Online,0,0,0,151.2,2,Not_Canceled
INN30978,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Offline,0,0,0,100.0,0,Canceled
INN34813,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,11,Corporate,0,0,0,65.0,0,Not_Canceled
INN17549,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled
INN15407,2,1,0,3,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,0,0,0,121.5,0,Not_Canceled
INN21854,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled
INN24586,2,0,1,3,Meal Plan 1,0,Room_Type 1,82,2018,9,22,Offline,0,0,0,95.0,0,Canceled
INN11707,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,2018,8,2,Online,0,0,0,99.45,1,Not_Canceled
INN30363,2,0,0,2,Not Selected,0,Room_Type 1,239,2018,10,28,Online,0,0,0,85.5,0,Canceled
INN15048,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2017,10,20,Online,0,0,0,96.3,2,Not_Canceled
INN27672,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
INN31289,1,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,1,22,Online,0,0,0,99.3,1,Not_Canceled
INN22579,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,9,Online,0,0,0,142.0,0,Not_Canceled
INN09335,2,0,3,6,Meal Plan 1,0,Room_Type 4,104,2018,7,18,Online,0,0,0,120.8,3,Not_Canceled
INN03792,2,0,0,1,Meal Plan 1,1,Room_Type 4,124,2018,8,4,Online,0,0,0,127.8,1,Not_Canceled
INN02641,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
INN28016,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled
INN15557,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled
INN13397,1,0,1,0,Meal Plan 1,0,Room_Type 1,17,2018,2,22,Online,0,0,0,85.0,0,Canceled
INN34018,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,25,Corporate,0,0,0,67.0,0,Not_Canceled
INN18700,2,0,2,0,Not Selected,0,Room_Type 1,35,2018,9,25,Online,0,0,0,99.0,3,Not_Canceled
